text,topic,quality_score,length_bucket,source
Explain this number theory code.,coding,0.09999999999999998,short,curated_vague
Explain climate modeling.,QA/explanation,0.0,short,curated_vague
Explain reinforcement learning.,QA/explanation,0.0,short,curated_vague
Create a website.,general,0.1,short,curated_vague
Explain technical quality control.,QA/explanation,0.0,short,curated_vague
Explain cellular respiration.,QA/explanation,0.0,short,curated_vague
Explain machine learning theory.,QA/explanation,0.0,short,curated_vague
Explain this urban planning algorithm.,QA/explanation,0.09999999999999998,short,curated_vague
Write code for animals.,coding,0.1,short,curated_vague
Explain brand management.,QA/explanation,0.0,short,curated_vague
Explain how a structural biochemistry algorithm works.,QA/explanation,0.09999999999999998,short,curated_vague
Explain how virtual reality works.,QA/explanation,0.09999999999999998,short,curated_vague
Explain complex systems theory.,QA/explanation,0.0,short,curated_vague
Explain the concept of 'mise en place'.,QA/explanation,0.09999999999999998,short,curated_vague
Explain abstract algebra.,QA/explanation,0.0,short,curated_vague
Explain topological insulators.,QA/explanation,0.0,short,curated_vague
Write about counting numbers.,generation,0.1,short,curated_vague
Explain epistemology.,QA/explanation,0.0,short,curated_vague
How do I use virtual reality?,general,0.09999999999999998,short,curated_vague
Explain cognitive dissonance.,QA/explanation,0.0,short,curated_vague
Explain optogenetics.,QA/explanation,0.0,short,curated_vague
Explain the concept of dynamic programming.,QA/explanation,0.09999999999999998,short,curated_vague
Explain combinatorial optimization.,QA/explanation,0.0,short,curated_vague
Write about theoretical ecology.,generation,0.1,short,curated_vague
Explain the Internet of Things.,QA/explanation,0.09999999999999998,short,curated_vague
Explain how this VR code works.,coding,0.09999999999999998,short,curated_vague
Explain natural language processing.,QA/explanation,0.0,short,curated_vague
Explain advanced cryptography in an interesting way.,QA/explanation,0.09999999999999998,short,curated_vague
How do plants grow?,general,0.1,short,curated_vague
Explain how a synthetic biology algorithm works.,QA/explanation,0.09999999999999998,short,curated_vague
Explain the code for breakfast foods.,coding,0.09999999999999998,short,curated_vague
Explain family relationships.,QA/explanation,0.0,short,curated_vague
Explain neighborhood places.,QA/explanation,0.0,short,curated_vague
Explain how food affects our bodies.,QA/explanation,0.09999999999999998,short,curated_vague
Explain cellular processes.,QA/explanation,0.0,short,curated_vague
Explain supersymmetry.,QA/explanation,0.0,short,curated_vague
Explain exercise physiology code.,coding,0.0,short,curated_vague
Explain deep learning architectures.,QA/explanation,0.0,short,curated_vague
Explain functional analysis.,coding,0.0,short,curated_vague
Explain web development.,QA/explanation,0.0,short,curated_vague
How do you paint?,general,0.1,short,curated_vague
How do I manage my time better?,general,0.09999999999999998,short,curated_vague
Explain quantum field theory.,QA/explanation,0.0,short,curated_vague
How do I make a new product?,general,0.09999999999999998,short,curated_vague
Explain water conservation.,QA/explanation,0.0,short,curated_vague
How do I cook rice?,general,0.09999999999999998,short,curated_vague
Explain epigenetic mechanisms.,QA/explanation,0.0,short,curated_vague
Explain consumer behavior.,QA/explanation,0.0,short,curated_vague
Explain the concept of chemical kinetics.,QA/explanation,0.09999999999999998,short,curated_vague
Explain how a heart transplant works.,QA/explanation,0.09999999999999998,short,curated_vague
create a landing page for my new bakery,general,0.19999999999999998,short,curated_vague
build an inventory management app for my warehouse,general,0.19999999999999998,short,curated_vague
write a python script to scrape real estate listings,coding,0.19999999999999998,short,curated_vague
design a database schema for an e-commerce store,general,0.19999999999999998,short,curated_vague
code a simple discord bot that tells daily jokes,coding,0.19999999999999998,short,curated_vague
develop a mobile app mockup for a fitness tracker,general,0.19999999999999998,short,curated_vague
set up a wordpress site for my freelance portfolio,general,0.19999999999999998,short,curated_vague
write a react component for a user login form,generation,0.19999999999999998,short,curated_vague
create a browser extension that blocks social media sites,general,0.19999999999999998,short,curated_vague
build a rest api for a task management system,general,0.19999999999999998,short,curated_vague
draft a welcome email for new newsletter subscribers,generation,0.19999999999999998,short,curated_vague
summarize this 20-page market research report,general,0.19999999999999998,short,curated_vague
write a cold outreach message to potential investors,generation,0.19999999999999998,short,curated_vague
draft a press release for our new software launch,generation,0.19999999999999998,short,curated_vague
create a cover letter for a data scientist position,general,0.19999999999999998,short,curated_vague
write product descriptions for my handmade soap collection,generation,0.19999999999999998,short,curated_vague
develop a go-to-market strategy for a saas startup,general,0.19999999999999998,short,curated_vague
create a customer feedback survey for my restaurant,general,0.19999999999999998,short,curated_vague
design a loyalty program for my coffee shop,general,0.19999999999999998,short,curated_vague
draft a standard operating procedure for onboarding new employees,generation,0.19999999999999998,short,curated_vague
create a monthly budget template for a small agency,general,0.19999999999999998,short,curated_vague
draft a refund policy for my online clothing boutique,generation,0.19999999999999998,short,curated_vague
create a competitive analysis matrix for ride-sharing apps,general,0.19999999999999998,short,curated_vague
optimize this python code for better performance,coding,0.19999999999999998,short,curated_vague
write a dockerfile for a node.js web application,generation,0.19999999999999998,short,curated_vague
generate dummy data for testing a user database,general,0.19999999999999998,short,curated_vague
translate this java code snippet into python,coding,0.19999999999999998,short,curated_vague
write code for html,coding,0.0,short,synthetic_open_source
explain nothing,QA/explanation,0.0,short,synthetic_open_source
tell me about love,general,0.0,short,synthetic_open_source
write code for python,coding,0.0,short,synthetic_open_source
html,coding,0.0,short,synthetic_open_source
what is tv,QA/explanation,0.0,short,synthetic_open_source
helpmewithreact,general,0.0,short,synthetic_open_source
what is people,QA/explanation,0.0,short,synthetic_open_source
everything please,general,0.0,short,synthetic_open_source
how to school,general,0.0,short,synthetic_open_source
tell me about computer,general,0.0,short,synthetic_open_source
doanimals,general,0.0,short,synthetic_open_source
how to python,coding,0.0,short,synthetic_open_source
tell me about something,general,0.0,short,synthetic_open_source
write code for work,coding,0.0,short,synthetic_open_source
tell me about java,general,0.0,short,synthetic_open_source
howtoanimals,general,0.0,short,synthetic_open_source
tell me about music,general,0.0,short,synthetic_open_source
what is java,QA/explanation,0.0,short,synthetic_open_source
what is it,QA/explanation,0.0,short,synthetic_open_source
explaintime,QA/explanation,0.0,short,synthetic_open_source
work please,general,0.0,short,synthetic_open_source
work,general,0.0,short,synthetic_open_source
tellmeabouteverything,general,0.0,short,synthetic_open_source
writecodeformoney,coding,0.0,short,synthetic_open_source
help me with history,general,0.0,short,synthetic_open_source
how to react,general,0.0,short,synthetic_open_source
do html,coding,0.0,short,synthetic_open_source
explain math,QA/explanation,0.0,short,synthetic_open_source
do pizza,general,0.0,short,synthetic_open_source
tell me about history,general,0.0,short,synthetic_open_source
people please,general,0.0,short,synthetic_open_source
write code for water,coding,0.0,short,synthetic_open_source
tell me about react,general,0.0,short,synthetic_open_source
math please,general,0.0,short,synthetic_open_source
something please,general,0.0,short,synthetic_open_source
it,general,0.0,short,synthetic_open_source
what is something,QA/explanation,0.0,short,synthetic_open_source
write code for the thing,coding,0.19999999999999998,short,synthetic_open_source
howtoenglish,general,0.0,short,synthetic_open_source
write code for people,coding,0.0,short,synthetic_open_source
explain english,QA/explanation,0.0,short,synthetic_open_source
do money,general,0.0,short,synthetic_open_source
help me with something,general,0.0,short,synthetic_open_source
helpmewithart,general,0.0,short,synthetic_open_source
english please,general,0.0,short,synthetic_open_source
moneyplease,general,0.0,short,synthetic_open_source
writecodeforfood,coding,0.0,short,synthetic_open_source
what is pizza,QA/explanation,0.0,short,synthetic_open_source
time,general,0.0,short,synthetic_open_source
write code for time,coding,0.0,short,synthetic_open_source
writecodeforpython,coding,0.0,short,synthetic_open_source
do computer,general,0.0,short,synthetic_open_source
howtothat,general,0.0,short,synthetic_open_source
how to something,general,0.0,short,synthetic_open_source
helpmewithpython,coding,0.0,short,synthetic_open_source
tell me about money,general,0.0,short,synthetic_open_source
howtospanish,general,0.0,short,synthetic_open_source
write code for that,coding,0.0,short,synthetic_open_source
help me with computer,general,0.0,short,synthetic_open_source
how to time,general,0.0,short,synthetic_open_source
helpmewithmusic,general,0.0,short,synthetic_open_source
dothething,general,0.0,short,synthetic_open_source
explainenglish,QA/explanation,0.0,short,synthetic_open_source
houseplease,general,0.0,short,synthetic_open_source
something,general,0.0,short,synthetic_open_source
what is science,QA/explanation,0.0,short,synthetic_open_source
how to nothing,general,0.0,short,synthetic_open_source
help me with water,general,0.0,short,synthetic_open_source
what is computer,QA/explanation,0.0,short,synthetic_open_source
pizzaplease,general,0.0,short,synthetic_open_source
money,general,0.0,short,synthetic_open_source
helpmewithpizza,general,0.0,short,synthetic_open_source
write code for react,coding,0.0,short,synthetic_open_source
howtowater,general,0.0,short,synthetic_open_source
tell me about house,general,0.0,short,synthetic_open_source
how to money,general,0.0,short,synthetic_open_source
computer please,general,0.0,short,synthetic_open_source
explain school,QA/explanation,0.0,short,synthetic_open_source
history,general,0.0,short,synthetic_open_source
what is house,QA/explanation,0.0,short,synthetic_open_source
write code for everything,coding,0.0,short,synthetic_open_source
what is school,QA/explanation,0.0,short,synthetic_open_source
what is water,QA/explanation,0.0,short,synthetic_open_source
whatisscience,general,0.0,short,synthetic_open_source
tell me about python,coding,0.0,short,synthetic_open_source
explain life,QA/explanation,0.0,short,synthetic_open_source
spanish please,general,0.0,short,synthetic_open_source
explainjava,QA/explanation,0.0,short,synthetic_open_source
helpmewithspanish,general,0.0,short,synthetic_open_source
howtomusic,general,0.0,short,synthetic_open_source
helpmewithwater,general,0.0,short,synthetic_open_source
writecodefortv,coding,0.0,short,synthetic_open_source
help me with people,general,0.0,short,synthetic_open_source
howtojava,general,0.0,short,synthetic_open_source
write code for car,coding,0.0,short,synthetic_open_source
react,general,0.0,short,synthetic_open_source
helpmewithhouse,general,0.0,short,synthetic_open_source
writecodeforhouse,coding,0.0,short,synthetic_open_source
art,general,0.0,short,synthetic_open_source
life please,general,0.0,short,synthetic_open_source
music please,general,0.0,short,synthetic_open_source
explainit,QA/explanation,0.0,short,synthetic_open_source
explain art,QA/explanation,0.0,short,synthetic_open_source
howtocar,general,0.0,short,synthetic_open_source
do java,general,0.0,short,synthetic_open_source
how to people,general,0.0,short,synthetic_open_source
whatispython,coding,0.0,short,synthetic_open_source
do everything,general,0.0,short,synthetic_open_source
writecodeforphone,coding,0.0,short,synthetic_open_source
that,general,0.0,short,synthetic_open_source
phone please,general,0.0,short,synthetic_open_source
do phone,general,0.0,short,synthetic_open_source
write code for school,coding,0.0,short,synthetic_open_source
writecodeforenglish,coding,0.0,short,synthetic_open_source
whatisthat,general,0.0,short,synthetic_open_source
help me with html,coding,0.0,short,synthetic_open_source
explainthething,QA/explanation,0.0,short,synthetic_open_source
how to java,general,0.0,short,synthetic_open_source
do science,general,0.0,short,synthetic_open_source
phone,general,0.0,short,synthetic_open_source
the thing,general,0.0,short,synthetic_open_source
help me with car,general,0.0,short,synthetic_open_source
whatispizza,general,0.0,short,synthetic_open_source
tell me about science,general,0.0,short,synthetic_open_source
write code for animals,coding,0.0,short,synthetic_open_source
tell me about everything,general,0.0,short,synthetic_open_source
tell me about life,general,0.0,short,synthetic_open_source
what is music,QA/explanation,0.0,short,synthetic_open_source
art please,general,0.0,short,synthetic_open_source
do something,general,0.0,short,synthetic_open_source
everything,general,0.0,short,synthetic_open_source
help me with tv,general,0.0,short,synthetic_open_source
writecodeforspanish,coding,0.0,short,synthetic_open_source
write code for nothing,coding,0.0,short,synthetic_open_source
do school,general,0.0,short,synthetic_open_source
tell me about phone,general,0.0,short,synthetic_open_source
explain something,QA/explanation,0.0,short,synthetic_open_source
pizza,general,0.0,short,synthetic_open_source
explaineverything,QA/explanation,0.0,short,synthetic_open_source
helpmewithenglish,general,0.0,short,synthetic_open_source
what is english,QA/explanation,0.0,short,synthetic_open_source
do english,general,0.0,short,synthetic_open_source
how to that,general,0.0,short,synthetic_open_source
school please,general,0.0,short,synthetic_open_source
help me with money,general,0.0,short,synthetic_open_source
what is work,QA/explanation,0.0,short,synthetic_open_source
write code for something,coding,0.0,short,synthetic_open_source
math,general,0.0,short,synthetic_open_source
do love,general,0.0,short,synthetic_open_source
howtosomething,general,0.0,short,synthetic_open_source
help me with art,general,0.0,short,synthetic_open_source
writecodeforthat,coding,0.0,short,synthetic_open_source
explainspanish,QA/explanation,0.0,short,synthetic_open_source
dojava,general,0.0,short,synthetic_open_source
howtothething,general,0.0,short,synthetic_open_source
how to math,general,0.0,short,synthetic_open_source
how to tv,general,0.0,short,synthetic_open_source
do food,general,0.0,short,synthetic_open_source
howtopeople,general,0.0,short,synthetic_open_source
howtomoney,general,0.0,short,synthetic_open_source
do life,general,0.0,short,synthetic_open_source
java please,general,0.0,short,synthetic_open_source
write code for art,coding,0.0,short,synthetic_open_source
spanishplease,general,0.0,short,synthetic_open_source
doreact,general,0.0,short,synthetic_open_source
water please,general,0.0,short,synthetic_open_source
how to everything,general,0.0,short,synthetic_open_source
explain phone,QA/explanation,0.0,short,synthetic_open_source
react please,general,0.0,short,synthetic_open_source
what is html,coding,0.0,short,synthetic_open_source
school,general,0.0,short,synthetic_open_source
how to history,general,0.0,short,synthetic_open_source
what is art,QA/explanation,0.0,short,synthetic_open_source
life,general,0.0,short,synthetic_open_source
explain money,QA/explanation,0.0,short,synthetic_open_source
explaintv,QA/explanation,0.0,short,synthetic_open_source
tell me about tv,general,0.0,short,synthetic_open_source
it please,general,0.0,short,synthetic_open_source
english,general,0.0,short,synthetic_open_source
java,general,0.0,short,synthetic_open_source
help me with animals,general,0.0,short,synthetic_open_source
write code for it,coding,0.0,short,synthetic_open_source
howtocomputer,general,0.0,short,synthetic_open_source
do animals,general,0.0,short,synthetic_open_source
car,general,0.0,short,synthetic_open_source
tell me about nothing,general,0.0,short,synthetic_open_source
python,coding,0.0,short,synthetic_open_source
spanish54,general,0.0,short,synthetic_open_source
write code for house,coding,0.0,short,synthetic_open_source
write code for html50,coding,0.0,short,synthetic_open_source
food please,general,0.0,short,synthetic_open_source
write code for science,coding,0.0,short,synthetic_open_source
tell me about the thing,general,0.0,short,synthetic_open_source
money please41,general,0.0,short,synthetic_open_source
write code for love,coding,0.0,short,synthetic_open_source
help me with it,general,0.0,short,synthetic_open_source
how to pizza,general,0.0,short,synthetic_open_source
that please,general,0.0,short,synthetic_open_source
do love94,general,0.0,short,synthetic_open_source
math16,general,0.0,short,synthetic_open_source
what is everything,QA/explanation,0.0,short,synthetic_open_source
help me with tv50,general,0.0,short,synthetic_open_source
explain everything,QA/explanation,0.0,short,synthetic_open_source
how to english,general,0.0,short,synthetic_open_source
do water,general,0.0,short,synthetic_open_source
html please,coding,0.0,short,synthetic_open_source
what is love,QA/explanation,0.0,short,synthetic_open_source
help me with work,general,0.0,short,synthetic_open_source
help me with react79,general,0.0,short,synthetic_open_source
do art70,general,0.0,short,synthetic_open_source
do music,general,0.0,short,synthetic_open_source
car please,general,0.0,short,synthetic_open_source
what is science13,QA/explanation,0.0,short,synthetic_open_source
do work,general,0.0,short,synthetic_open_source
spanish please67,general,0.0,short,synthetic_open_source
do car,general,0.0,short,synthetic_open_source
food,general,0.0,short,synthetic_open_source
help me with that,general,0.0,short,synthetic_open_source
explain history,QA/explanation,0.0,short,synthetic_open_source
food please36,general,0.0,short,synthetic_open_source
what is pizza89,QA/explanation,0.0,short,synthetic_open_source
tell me about animals,general,0.0,short,synthetic_open_source
house,general,0.0,short,synthetic_open_source
help me with nothing,general,0.0,short,synthetic_open_source
write code for tv,coding,0.0,short,synthetic_open_source
tv,general,0.0,short,synthetic_open_source
tell me about math,general,0.0,short,synthetic_open_source
write code for food,coding,0.0,short,synthetic_open_source
help me with phone4,general,0.0,short,synthetic_open_source
tell me about math8,general,0.0,short,synthetic_open_source
how to math8,general,0.0,short,synthetic_open_source
do it,general,0.0,short,synthetic_open_source
tell me about time,general,0.0,short,synthetic_open_source
how to phone,general,0.0,short,synthetic_open_source
nothing please,general,0.0,short,synthetic_open_source
how to it93,general,0.0,short,synthetic_open_source
python please,coding,0.0,short,synthetic_open_source
tell me about it,general,0.0,short,synthetic_open_source
what is money,QA/explanation,0.0,short,synthetic_open_source
what is car,QA/explanation,0.0,short,synthetic_open_source
love,general,0.0,short,synthetic_open_source
do art,general,0.0,short,synthetic_open_source
write code for money,coding,0.0,short,synthetic_open_source
what is art97,QA/explanation,0.0,short,synthetic_open_source
love please,general,0.0,short,synthetic_open_source
water,general,0.0,short,synthetic_open_source
write code for love37,coding,0.0,short,synthetic_open_source
help me with java,general,0.0,short,synthetic_open_source
help me with music,general,0.0,short,synthetic_open_source
help me with english,general,0.0,short,synthetic_open_source
tell me about computer71,general,0.0,short,synthetic_open_source
how to tv19,general,0.0,short,synthetic_open_source
do math,general,0.0,short,synthetic_open_source
write code for english,coding,0.0,short,synthetic_open_source
write code for life,coding,0.0,short,synthetic_open_source
how to food,general,0.0,short,synthetic_open_source
tell me about html,coding,0.0,short,synthetic_open_source
write code for computer70,coding,0.0,short,synthetic_open_source
help me with spanish35,general,0.0,short,synthetic_open_source
what is react,QA/explanation,0.0,short,synthetic_open_source
how to love,general,0.0,short,synthetic_open_source
tell me about pizza,general,0.0,short,synthetic_open_source
help me with money14,general,0.0,short,synthetic_open_source
music51,general,0.0,short,synthetic_open_source
history90,general,0.0,short,synthetic_open_source
it94,general,0.0,short,synthetic_open_source
do people,general,0.0,short,synthetic_open_source
computer,general,0.0,short,synthetic_open_source
money33,general,0.0,short,synthetic_open_source
explain science,QA/explanation,0.0,short,synthetic_open_source
time please,general,0.0,short,synthetic_open_source
money please,general,0.0,short,synthetic_open_source
history please,general,0.0,short,synthetic_open_source
tell me about water,general,0.0,short,synthetic_open_source
write code for phone,coding,0.0,short,synthetic_open_source
help me with love,general,0.0,short,synthetic_open_source
